,concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,case:concept:name,case:variant,case:variant-index,case:creator,start_timestamp
1310,Radicar Solicitud Homologacion,complete,5883,2016-02-25 20:09:27+00:00,Radicar Solicitud Homologacion,5883,92101,Variant 1,1,Fluxicon Disco,2016-02-25 20:09:16+00:00
1311,Cancelar Solicitud,complete,22475,2016-02-25 20:20:43+00:00,Cancelar Solicitud,22475,92101,Variant 1,1,Fluxicon Disco,2016-02-25 20:20:38+00:00
1312,Notificacion estudiante cancelacion soli,complete,22475,2016-02-25 20:26:13+00:00,Notificacion estudiante cancelacion soli,22475,92101,Variant 1,1,Fluxicon Disco,2016-02-25 20:26:13+00:00
1313,End,complete,End,2016-02-25 20:26:13+00:00,End,End,92101,Variant 1,1,Fluxicon Disco,2016-02-25 20:26:13+00:00
1314,Start,complete,Start,2016-02-25 20:28:36+00:00,Start,Start,92102,Variant 18,18,Fluxicon Disco,2016-02-25 20:28:36+00:00
1315,Traer informacion estudiante - banner,complete,5883,2016-02-25 20:28:36+00:00,Traer informacion estudiante - banner,5883,92102,Variant 18,18,Fluxicon Disco,2016-02-25 20:28:36+00:00
1316,Radicar Solicitud Homologacion,complete,5883,2016-02-25 20:28:42+00:00,Radicar Solicitud Homologacion,5883,92102,Variant 18,18,Fluxicon Disco,2016-02-25 20:28:37+00:00
1317,Validar solicitud,complete,22475,2016-02-25 20:34:16+00:00,Validar solicitud,22475,92102,Variant 18,18,Fluxicon Disco,2016-02-25 20:34:12+00:00
1318,Homologacion por grupo de cursos,complete,19019,2016-02-25 20:40:54+00:00,Homologacion por grupo de cursos,19019,92102,Variant 18,18,Fluxicon Disco,2016-02-25 20:38:33+00:00
1319,Cancelar curso,complete,19019,2016-02-25 20:40:56+00:00,Cancelar curso,19019,92102,Variant 18,18,Fluxicon Disco,2016-02-25 20:38:35+00:00
1320,End,complete,End,2016-02-25 20:40:56+00:00,End,End,92102,Variant 18,18,Fluxicon Disco,2016-02-25 20:40:56+00:00
1321,Start,complete,Start,2016-02-26 00:20:32+00:00,Start,Start,92151,Variant 5,5,Fluxicon Disco,2016-02-26 00:20:32+00:00
1322,Traer informacion estudiante - banner,complete,12006,2016-02-26 00:20:32+00:00,Traer informacion estudiante - banner,12006,92151,Variant 5,5,Fluxicon Disco,2016-02-26 00:20:32+00:00
1323,Radicar Solicitud Homologacion,complete,12006,2016-02-26 00:20:36+00:00,Radicar Solicitud Homologacion,12006,92151,Variant 5,5,Fluxicon Disco,2016-02-26 00:20:36+00:00
1324,Notificacion estudiante cancelacion soli,complete,1,2016-03-07 21:24:10+00:00,Notificacion estudiante cancelacion soli,1,92151,Variant 5,5,Fluxicon Disco,2016-03-07 21:24:10+00:00
1325,End,complete,End,2016-03-07 21:24:10+00:00,End,End,92151,Variant 5,5,Fluxicon Disco,2016-03-07 21:24:10+00:00
1326,Start,complete,Start,2016-02-25 21:48:53+00:00,Start,Start,92201,Variant 6,6,Fluxicon Disco,2016-02-25 21:48:53+00:00
1327,Traer informacion estudiante - banner,complete,7897,2016-02-25 21:48:53+00:00,Traer informacion estudiante - banner,7897,92201,Variant 6,6,Fluxicon Disco,2016-02-25 21:48:53+00:00
1328,Radicar Solicitud Homologacion,complete,7897,2016-02-25 22:02:53+00:00,Radicar Solicitud Homologacion,7897,92201,Variant 6,6,Fluxicon Disco,2016-02-25 21:48:58+00:00
1329,Validar solicitud,complete,1707,2016-02-29 19:59:02+00:00,Validar solicitud,1707,92201,Variant 6,6,Fluxicon Disco,2016-02-29 19:44:23+00:00
1330,Revisar curso,complete,1707,2016-03-02 16:24:21+00:00,Revisar curso,1707,92201,Variant 6,6,Fluxicon Disco,2016-03-02 16:24:09+00:00
1331,Homologacion por grupo de cursos,complete,1707,2016-03-02 16:48:57+00:00,Homologacion por grupo de cursos,1707,92201,Variant 6,6,Fluxicon Disco,2016-03-02 16:24:08+00:00
1332,Evaluacion curso,complete,1707,2016-03-02 17:00:47+00:00,Evaluacion curso,1707,92201,Variant 6,6,Fluxicon Disco,2016-03-02 16:36:10+00:00
1333,End,complete,End,2016-03-02 17:00:47+00:00,End,End,92201,Variant 6,6,Fluxicon Disco,2016-03-02 17:00:47+00:00
1334,Start,complete,Start,2016-02-26 10:55:16+00:00,Start,Start,92351,Variant 52,52,Fluxicon Disco,2016-02-26 10:55:16+00:00
1335,Traer informacion estudiante - banner,complete,21562,2016-02-26 10:55:16+00:00,Traer informacion estudiante - banner,21562,92351,Variant 52,52,Fluxicon Disco,2016-02-26 10:55:16+00:00
1336,Radicar Solicitud Homologacion,complete,21562,2016-02-26 10:55:23+00:00,Radicar Solicitud Homologacion,21562,92351,Variant 52,52,Fluxicon Disco,2016-02-26 10:55:23+00:00
1337,Validar solicitud,complete,22475,2016-02-26 11:16:58+00:00,Validar solicitud,22475,92351,Variant 52,52,Fluxicon Disco,2016-02-26 11:13:57+00:00
1338,Revisar curso,complete,2292,2016-02-26 16:06:58+00:00,Revisar curso,2292,92351,Variant 52,52,Fluxicon Disco,2016-02-26 16:02:02+00:00
1339,Cancelar Solicitud,complete,22475,2016-02-26 19:24:32+00:00,Cancelar Solicitud,22475,92351,Variant 52,52,Fluxicon Disco,2016-02-26 11:13:58+00:00
1340,Revisar curso,complete,22534,2016-02-26 21:14:59+00:00,Revisar curso,22534,92351,Variant 52,52,Fluxicon Disco,2016-02-26 16:02:02+00:00
1341,Evaluacion curso,complete,22534,2016-04-28 18:34:34+00:00,Evaluacion curso,22534,92351,Variant 52,52,Fluxicon Disco,2016-04-28 18:27:03+00:00
1342,Notificacion estudiante cancelacion soli,complete,22475,2016-06-01 15:34:57+00:00,Notificacion estudiante cancelacion soli,22475,92351,Variant 52,52,Fluxicon Disco,2016-06-01 15:34:57+00:00
1343,End,complete,End,2016-06-01 15:34:57+00:00,End,End,92351,Variant 52,52,Fluxicon Disco,2016-06-01 15:34:57+00:00
1344,Start,complete,Start,2016-02-26 14:37:05+00:00,Start,Start,92502,Variant 40,40,Fluxicon Disco,2016-02-26 14:37:05+00:00
1345,Validar solicitud,complete,659,2016-02-26 14:39:27+00:00,Validar solicitud,659,92502,Variant 40,40,Fluxicon Disco,2016-02-26 14:37:05+00:00
1346,Traer informacion estudiante - banner,complete,11302,2016-02-26 15:40:29+00:00,Traer informacion estudiante - banner,11302,92502,Variant 40,40,Fluxicon Disco,2016-02-26 15:40:29+00:00
1347,Radicar Solicitud Homologacion,complete,11302,2016-02-26 15:40:29+00:00,Radicar Solicitud Homologacion,11302,92502,Variant 40,40,Fluxicon Disco,2016-02-26 15:40:29+00:00
1348,Revisar curso,complete,659,2016-02-26 17:42:32+00:00,Revisar curso,659,92502,Variant 40,40,Fluxicon Disco,2016-02-26 17:42:32+00:00
1349,Cancelar Solicitud,complete,659,2016-02-26 22:44:30+00:00,Cancelar Solicitud,659,92502,Variant 40,40,Fluxicon Disco,2016-02-26 14:37:05+00:00
1350,Notificacion estudiante cancelacion soli,complete,659,2016-06-01 14:02:39+00:00,Notificacion estudiante cancelacion soli,659,92502,Variant 40,40,Fluxicon Disco,2016-06-01 14:02:39+00:00
1351,End,complete,End,2016-06-01 14:02:39+00:00,End,End,92502,Variant 40,40,Fluxicon Disco,2016-06-01 14:02:39+00:00
1352,Start,complete,Start,2016-02-26 15:59:42+00:00,Start,Start,92504,Variant 4,4,Fluxicon Disco,2016-02-26 15:59:42+00:00
1353,Traer informacion estudiante - banner,complete,10348,2016-02-26 15:59:42+00:00,Traer informacion estudiante - banner,10348,92504,Variant 4,4,Fluxicon Disco,2016-02-26 15:59:42+00:00
1354,Radicar Solicitud Homologacion,complete,10348,2016-02-26 15:59:49+00:00,Radicar Solicitud Homologacion,10348,92504,Variant 4,4,Fluxicon Disco,2016-02-26 15:59:43+00:00
1355,Validar solicitud,complete,19019,2016-02-26 16:06:51+00:00,Validar solicitud,19019,92504,Variant 4,4,Fluxicon Disco,2016-02-26 16:06:14+00:00
1356,Revisar curso,complete,19019,2016-02-26 16:43:52+00:00,Revisar curso,19019,92504,Variant 4,4,Fluxicon Disco,2016-02-26 16:43:51+00:00
1357,Homologacion por grupo de cursos,complete,19019,2016-02-26 19:53:03+00:00,Homologacion por grupo de cursos,19019,92504,Variant 4,4,Fluxicon Disco,2016-02-26 16:43:51+00:00
1358,Evaluacion curso,complete,19019,2016-02-26 19:54:31+00:00,Evaluacion curso,19019,92504,Variant 4,4,Fluxicon Disco,2016-02-26 16:45:23+00:00
1359,Validar solicitud / pre-homologacion,complete,19019,2016-04-07 13:53:31+00:00,Validar solicitud / pre-homologacion,19019,92504,Variant 4,4,Fluxicon Disco,2016-04-07 13:53:29+00:00
1360,End,complete,End,2016-04-07 13:53:31+00:00,End,End,92504,Variant 4,4,Fluxicon Disco,2016-04-07 13:53:31+00:00
1361,Start,complete,Start,2016-02-26 13:09:42+00:00,Start,Start,92552,Variant 6,6,Fluxicon Disco,2016-02-26 13:09:42+00:00
1362,Traer informacion estudiante - banner,complete,12915,2016-02-26 13:09:42+00:00,Traer informacion estudiante - banner,12915,92552,Variant 6,6,Fluxicon Disco,2016-02-26 13:09:42+00:00
1363,Radicar Solicitud Homologacion,complete,12915,2016-02-26 13:25:33+00:00,Radicar Solicitud Homologacion,12915,92552,Variant 6,6,Fluxicon Disco,2016-02-26 13:09:43+00:00
1364,Validar solicitud,complete,9184,2016-03-01 12:43:46+00:00,Validar solicitud,9184,92552,Variant 6,6,Fluxicon Disco,2016-03-01 12:39:46+00:00
1365,Homologacion por grupo de cursos,complete,6799,2016-03-01 17:34:36+00:00,Homologacion por grupo de cursos,6799,92552,Variant 6,6,Fluxicon Disco,2016-03-01 17:34:36+00:00
1366,Revisar curso,complete,9184,2016-03-01 17:34:37+00:00,Revisar curso,9184,92552,Variant 6,6,Fluxicon Disco,2016-03-01 17:34:37+00:00
1367,Evaluacion curso,complete,6799,2016-03-01 17:35:16+00:00,Evaluacion curso,6799,92552,Variant 6,6,Fluxicon Disco,2016-03-01 17:35:16+00:00
1368,End,complete,End,2016-03-01 17:35:16+00:00,End,End,92552,Variant 6,6,Fluxicon Disco,2016-03-01 17:35:16+00:00
1369,Start,complete,Start,2016-02-26 17:22:20+00:00,Start,Start,92651,Variant 53,53,Fluxicon Disco,2016-02-26 17:22:20+00:00
1370,Traer informacion estudiante - banner,complete,6894,2016-02-26 17:22:20+00:00,Traer informacion estudiante - banner,6894,92651,Variant 53,53,Fluxicon Disco,2016-02-26 17:22:20+00:00
1371,Radicar Solicitud Homologacion,complete,6894,2016-02-26 17:22:24+00:00,Radicar Solicitud Homologacion,6894,92651,Variant 53,53,Fluxicon Disco,2016-02-26 17:22:24+00:00
1372,Validar solicitud,complete,677,2016-02-26 17:48:17+00:00,Validar solicitud,677,92651,Variant 53,53,Fluxicon Disco,2016-02-26 17:40:47+00:00
1373,Revisar curso,complete,677,2016-02-29 16:30:52+00:00,Revisar curso,677,92651,Variant 53,53,Fluxicon Disco,2016-02-29 16:30:51+00:00
1374,Evaluacion curso,complete,7304,2016-02-29 19:41:42+00:00,Evaluacion curso,7304,92651,Variant 53,53,Fluxicon Disco,2016-02-29 16:32:11+00:00
1375,Recepcion de documentos,complete,157,2016-02-29 20:13:43+00:00,Recepcion de documentos,157,92651,Variant 53,53,Fluxicon Disco,2016-02-29 16:30:50+00:00
1376,Homologacion por grupo de cursos,complete,3445,2016-02-29 20:30:08+00:00,Homologacion por grupo de cursos,3445,92651,Variant 53,53,Fluxicon Disco,2016-02-29 16:30:51+00:00
1377,Validar solicitud / pre-homologacion,complete,677,2016-04-08 14:04:16+00:00,Validar solicitud / pre-homologacion,677,92651,Variant 53,53,Fluxicon Disco,2016-04-08 14:04:08+00:00
1378,Avanzar recepcion documentos,complete,157,2016-04-08 14:46:19+00:00,Avanzar recepcion documentos,157,92651,Variant 53,53,Fluxicon Disco,2016-04-08 14:13:09+00:00
1379,Visto Bueno Cierre Proceso,complete,3445,2016-04-14 15:00:05+00:00,Visto Bueno Cierre Proceso,3445,92651,Variant 53,53,Fluxicon Disco,2016-04-14 14:43:00+00:00
1380,Validacion final,complete,677,2016-04-14 15:24:05+00:00,Validacion final,677,92651,Variant 53,53,Fluxicon Disco,2016-04-14 15:24:05+00:00
1381,Transferir Creditos,complete,3445,2016-04-18 15:48:00+00:00,Transferir Creditos,3445,92651,Variant 53,53,Fluxicon Disco,2016-04-18 15:48:00+00:00
1382,Transferir creditos homologables,complete,3445,2016-04-18 15:48:01+00:00,Transferir creditos homologables,3445,92651,Variant 53,53,Fluxicon Disco,2016-04-18 15:48:01+00:00
1383,End,complete,End,2016-04-18 15:48:01+00:00,End,End,92651,Variant 53,53,Fluxicon Disco,2016-04-18 15:48:01+00:00
1384,Start,complete,Start,2016-02-26 18:46:06+00:00,Start,Start,92751,Variant 6,6,Fluxicon Disco,2016-02-26 18:46:06+00:00
1385,Traer informacion estudiante - banner,complete,9336,2016-02-26 18:46:06+00:00,Traer informacion estudiante - banner,9336,92751,Variant 6,6,Fluxicon Disco,2016-02-26 18:46:06+00:00
1386,Radicar Solicitud Homologacion,complete,9336,2016-02-26 18:46:10+00:00,Radicar Solicitud Homologacion,9336,92751,Variant 6,6,Fluxicon Disco,2016-02-26 18:46:10+00:00
1387,Validar solicitud,complete,677,2016-02-26 19:07:19+00:00,Validar solicitud,677,92751,Variant 6,6,Fluxicon Disco,2016-02-26 18:59:43+00:00
1388,Revisar curso,complete,677,2016-02-29 16:36:05+00:00,Revisar curso,677,92751,Variant 6,6,Fluxicon Disco,2016-02-29 16:36:05+00:00
1389,Homologacion por grupo de cursos,complete,3445,2016-02-29 16:40:28+00:00,Homologacion por grupo de cursos,3445,92751,Variant 6,6,Fluxicon Disco,2016-02-29 16:36:05+00:00
1390,Evaluacion curso,complete,3445,2016-02-29 16:41:09+00:00,Evaluacion curso,3445,92751,Variant 6,6,Fluxicon Disco,2016-02-29 16:36:46+00:00
1391,End,complete,End,2016-02-29 16:41:09+00:00,End,End,92751,Variant 6,6,Fluxicon Disco,2016-02-29 16:41:09+00:00
1392,Start,complete,Start,2016-02-27 15:41:55+00:00,Start,Start,92901,Variant 6,6,Fluxicon Disco,2016-02-27 15:41:55+00:00
1393,Traer informacion estudiante - banner,complete,8371,2016-02-27 15:41:55+00:00,Traer informacion estudiante - banner,8371,92901,Variant 6,6,Fluxicon Disco,2016-02-27 15:41:55+00:00
1394,Radicar Solicitud Homologacion,complete,8371,2016-02-27 15:42:00+00:00,Radicar Solicitud Homologacion,8371,92901,Variant 6,6,Fluxicon Disco,2016-02-27 15:42:00+00:00
1395,Validar solicitud,complete,6694,2016-02-27 16:06:51+00:00,Validar solicitud,6694,92901,Variant 6,6,Fluxicon Disco,2016-02-27 16:06:51+00:00
1396,Revisar curso,complete,6694,2016-02-29 09:38:48+00:00,Revisar curso,6694,92901,Variant 6,6,Fluxicon Disco,2016-02-29 09:38:48+00:00
1397,Homologacion por grupo de cursos,complete,6990,2016-02-29 10:06:47+00:00,Homologacion por grupo de cursos,6990,92901,Variant 6,6,Fluxicon Disco,2016-02-29 09:38:47+00:00
1398,Evaluacion curso,complete,6990,2016-02-29 10:09:09+00:00,Evaluacion curso,6990,92901,Variant 6,6,Fluxicon Disco,2016-02-29 09:41:09+00:00
1399,End,complete,End,2016-02-29 10:09:09+00:00,End,End,92901,Variant 6,6,Fluxicon Disco,2016-02-29 10:09:09+00:00
1400,Start,complete,Start,2016-02-27 22:00:10+00:00,Start,Start,93051,Variant 19,19,Fluxicon Disco,2016-02-27 22:00:10+00:00
1401,Traer informacion estudiante - banner,complete,11342,2016-02-27 22:00:10+00:00,Traer informacion estudiante - banner,11342,93051,Variant 19,19,Fluxicon Disco,2016-02-27 22:00:10+00:00
1402,Radicar Solicitud Homologacion,complete,11342,2016-02-27 22:00:13+00:00,Radicar Solicitud Homologacion,11342,93051,Variant 19,19,Fluxicon Disco,2016-02-27 22:00:13+00:00
1403,Validar solicitud,complete,18929,2016-02-27 22:21:57+00:00,Validar solicitud,18929,93051,Variant 19,19,Fluxicon Disco,2016-02-27 22:17:03+00:00
1404,Cancelar Solicitud,complete,18929,2016-02-28 06:18:12+00:00,Cancelar Solicitud,18929,93051,Variant 19,19,Fluxicon Disco,2016-02-27 22:17:04+00:00
1405,Revisar curso,complete,18929,2016-02-29 19:54:37+00:00,Revisar curso,18929,93051,Variant 19,19,Fluxicon Disco,2016-02-29 19:54:37+00:00
1406,Notificacion estudiante cancelacion soli,complete,18929,2016-06-01 14:08:31+00:00,Notificacion estudiante cancelacion soli,18929,93051,Variant 19,19,Fluxicon Disco,2016-06-01 14:08:31+00:00
1407,End,complete,End,2016-06-01 14:08:31+00:00,End,End,93051,Variant 19,19,Fluxicon Disco,2016-06-01 14:08:31+00:00
1408,Start,complete,Start,2016-02-28 21:19:50+00:00,Start,Start,93253,Variant 6,6,Fluxicon Disco,2016-02-28 21:19:50+00:00
1409,Traer informacion estudiante - banner,complete,2453,2016-02-28 21:19:50+00:00,Traer informacion estudiante - banner,2453,93253,Variant 6,6,Fluxicon Disco,2016-02-28 21:19:50+00:00
1410,Radicar Solicitud Homologacion,complete,2453,2016-02-28 21:19:51+00:00,Radicar Solicitud Homologacion,2453,93253,Variant 6,6,Fluxicon Disco,2016-02-28 21:19:51+00:00
1411,Validar solicitud,complete,19019,2016-02-28 21:42:25+00:00,Validar solicitud,19019,93253,Variant 6,6,Fluxicon Disco,2016-02-28 21:41:10+00:00
1412,Revisar curso,complete,19019,2016-02-29 14:15:08+00:00,Revisar curso,19019,93253,Variant 6,6,Fluxicon Disco,2016-02-29 14:15:08+00:00
1413,Homologacion por grupo de cursos,complete,7316,2016-02-29 14:36:11+00:00,Homologacion por grupo de cursos,7316,93253,Variant 6,6,Fluxicon Disco,2016-02-29 14:15:08+00:00
1414,Evaluacion curso,complete,7316,2016-02-29 14:36:55+00:00,Evaluacion curso,7316,93253,Variant 6,6,Fluxicon Disco,2016-02-29 14:15:53+00:00
1415,End,complete,End,2016-02-29 14:36:55+00:00,End,End,93253,Variant 6,6,Fluxicon Disco,2016-02-29 14:36:55+00:00
1416,Start,complete,Start,2016-02-28 18:08:54+00:00,Start,Start,93301,Variant 19,19,Fluxicon Disco,2016-02-28 18:08:54+00:00
1417,Traer informacion estudiante - banner,complete,5183,2016-02-28 18:08:54+00:00,Traer informacion estudiante - banner,5183,93301,Variant 19,19,Fluxicon Disco,2016-02-28 18:08:54+00:00
1418,Radicar Solicitud Homologacion,complete,5183,2016-02-28 18:08:57+00:00,Radicar Solicitud Homologacion,5183,93301,Variant 19,19,Fluxicon Disco,2016-02-28 18:08:57+00:00
1419,Validar solicitud,complete,22475,2016-02-28 18:43:17+00:00,Validar solicitud,22475,93301,Variant 19,19,Fluxicon Disco,2016-02-28 18:38:14+00:00
1420,Cancelar Solicitud,complete,754,2016-02-29 02:38:56+00:00,Cancelar Solicitud,754,93301,Variant 19,19,Fluxicon Disco,2016-02-28 18:38:15+00:00
1421,Revisar curso,complete,754,2016-02-29 22:02:16+00:00,Revisar curso,754,93301,Variant 19,19,Fluxicon Disco,2016-02-29 20:03:20+00:00
1422,Notificacion estudiante cancelacion soli,complete,754,2016-06-01 13:41:12+00:00,Notificacion estudiante cancelacion soli,754,93301,Variant 19,19,Fluxicon Disco,2016-06-01 13:41:12+00:00
1423,End,complete,End,2016-06-01 13:41:12+00:00,End,End,93301,Variant 19,19,Fluxicon Disco,2016-06-01 13:41:12+00:00
1424,Start,complete,Start,2016-02-28 18:46:29+00:00,Start,Start,93351,Variant 4,4,Fluxicon Disco,2016-02-28 18:46:29+00:00
1425,Traer informacion estudiante - banner,complete,5183,2016-02-28 18:46:29+00:00,Traer informacion estudiante - banner,5183,93351,Variant 4,4,Fluxicon Disco,2016-02-28 18:46:29+00:00
1426,Radicar Solicitud Homologacion,complete,5183,2016-02-28 18:46:32+00:00,Radicar Solicitud Homologacion,5183,93351,Variant 4,4,Fluxicon Disco,2016-02-28 18:46:32+00:00
1427,Validar solicitud,complete,22475,2016-02-28 19:07:10+00:00,Validar solicitud,22475,93351,Variant 4,4,Fluxicon Disco,2016-02-28 19:02:11+00:00
1428,Revisar curso,complete,659,2016-02-29 20:02:56+00:00,Revisar curso,659,93351,Variant 4,4,Fluxicon Disco,2016-02-29 19:59:20+00:00
1429,Homologacion por grupo de cursos,complete,22475,2016-02-29 20:05:40+00:00,Homologacion por grupo de cursos,22475,93351,Variant 4,4,Fluxicon Disco,2016-02-29 19:59:19+00:00
1430,Evaluacion curso,complete,659,2016-03-01 13:36:25+00:00,Evaluacion curso,659,93351,Variant 4,4,Fluxicon Disco,2016-03-01 13:35:40+00:00
1431,Validar solicitud / pre-homologacion,complete,22475,2016-03-01 14:23:36+00:00,Validar solicitud / pre-homologacion,22475,93351,Variant 4,4,Fluxicon Disco,2016-03-01 14:21:38+00:00
1432,End,complete,End,2016-03-01 14:23:36+00:00,End,End,93351,Variant 4,4,Fluxicon Disco,2016-03-01 14:23:36+00:00
1433,Start,complete,Start,2016-02-29 08:52:18+00:00,Start,Start,93601,Variant 6,6,Fluxicon Disco,2016-02-29 08:52:18+00:00
1434,Traer informacion estudiante - banner,complete,12129,2016-02-29 08:52:18+00:00,Traer informacion estudiante - banner,12129,93601,Variant 6,6,Fluxicon Disco,2016-02-29 08:52:18+00:00
1435,Radicar Solicitud Homologacion,complete,12129,2016-02-29 08:52:21+00:00,Radicar Solicitud Homologacion,12129,93601,Variant 6,6,Fluxicon Disco,2016-02-29 08:52:21+00:00
1436,Validar solicitud,complete,677,2016-02-29 09:28:08+00:00,Validar solicitud,677,93601,Variant 6,6,Fluxicon Disco,2016-02-29 09:00:08+00:00
1437,Homologacion por grupo de cursos,complete,3445,2016-03-03 17:53:35+00:00,Homologacion por grupo de cursos,3445,93601,Variant 6,6,Fluxicon Disco,2016-03-03 17:53:35+00:00
1438,Revisar curso,complete,677,2016-03-03 17:53:35+00:00,Revisar curso,677,93601,Variant 6,6,Fluxicon Disco,2016-03-03 17:53:35+00:00
1439,Evaluacion curso,complete,3445,2016-03-03 17:55:01+00:00,Evaluacion curso,3445,93601,Variant 6,6,Fluxicon Disco,2016-03-03 17:55:01+00:00
1440,End,complete,End,2016-03-03 17:55:01+00:00,End,End,93601,Variant 6,6,Fluxicon Disco,2016-03-03 17:55:01+00:00
1441,Start,complete,Start,2016-02-29 15:32:54+00:00,Start,Start,93652,Variant 54,54,Fluxicon Disco,2016-02-29 15:32:54+00:00
1442,Traer informacion estudiante - banner,complete,11583,2016-02-29 15:32:54+00:00,Traer informacion estudiante - banner,11583,93652,Variant 54,54,Fluxicon Disco,2016-02-29 15:32:54+00:00
